id	scatter_idx	chrom	start	end	scatter_length
ScTjWWh_149-HRSCAF-266_RagTag	scat_0005	ScTjWWh_149-HRSCAF-266_RagTag	19373801	24217250	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0006	ScTjWWh_149-HRSCAF-266_RagTag	24217251	29060700	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0007	ScTjWWh_149-HRSCAF-266_RagTag	29060701	33904150	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0008	ScTjWWh_149-HRSCAF-266_RagTag	33904151	38747600	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0009	ScTjWWh_149-HRSCAF-266_RagTag	38747601	43591050	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0010	ScTjWWh_149-HRSCAF-266_RagTag	43591051	48434500	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0011	ScTjWWh_149-HRSCAF-266_RagTag	48434501	53277950	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0012	ScTjWWh_149-HRSCAF-266_RagTag	53277951	58121400	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0013	ScTjWWh_149-HRSCAF-266_RagTag	58121401	62964850	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0014	ScTjWWh_149-HRSCAF-266_RagTag	62964851	67808300	4843450
ScTjWWh_149-HRSCAF-266_RagTag	scat_0015	ScTjWWh_149-HRSCAF-266_RagTag	67808301	72651736	4843436
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0001	ScTjWWh_1795-HRSCAF-2862_RagTag	1	4861678	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0002	ScTjWWh_1795-HRSCAF-2862_RagTag	4861679	9723356	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0003	ScTjWWh_1795-HRSCAF-2862_RagTag	9723357	14585034	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0004	ScTjWWh_1795-HRSCAF-2862_RagTag	14585035	19446712	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0005	ScTjWWh_1795-HRSCAF-2862_RagTag	19446713	24308390	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0006	ScTjWWh_1795-HRSCAF-2862_RagTag	24308391	29170068	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0007	ScTjWWh_1795-HRSCAF-2862_RagTag	29170069	34031746	4861678
ScTjWWh_1795-HRSCAF-2862_RagTag	scat_0008	ScTjWWh_1795-HRSCAF-2862_RagTag	34031747	38893423	4861677
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0001	ScTjWWh_1964-HRSCAF-3119_RagTag	1	4498077	4498077
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0002	ScTjWWh_1964-HRSCAF-3119_RagTag	4498078	8996154	4498077
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0003	ScTjWWh_1964-HRSCAF-3119_RagTag	8996155	13494231	4498077
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0004	ScTjWWh_1964-HRSCAF-3119_RagTag	13494232	17992308	4498077
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0005	ScTjWWh_1964-HRSCAF-3119_RagTag	17992309	22490385	4498077
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0006	ScTjWWh_1964-HRSCAF-3119_RagTag	22490386	26988462	4498077
ScTjWWh_1964-HRSCAF-3119_RagTag	scat_0007	ScTjWWh_1964-HRSCAF-3119_RagTag	26988463	31486539	4498077
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0001	ScTjWWh_2389-HRSCAF-3766_RagTag	1	4939308	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0002	ScTjWWh_2389-HRSCAF-3766_RagTag	4939309	9878616	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0003	ScTjWWh_2389-HRSCAF-3766_RagTag	9878617	14817924	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0004	ScTjWWh_2389-HRSCAF-3766_RagTag	14817925	19757232	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0005	ScTjWWh_2389-HRSCAF-3766_RagTag	19757233	24696540	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0006	ScTjWWh_2389-HRSCAF-3766_RagTag	24696541	29635848	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0007	ScTjWWh_2389-HRSCAF-3766_RagTag	29635849	34575156	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0008	ScTjWWh_2389-HRSCAF-3766_RagTag	34575157	39514464	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0009	ScTjWWh_2389-HRSCAF-3766_RagTag	39514465	44453772	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0010	ScTjWWh_2389-HRSCAF-3766_RagTag	44453773	49393080	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0011	ScTjWWh_2389-HRSCAF-3766_RagTag	49393081	54332388	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0012	ScTjWWh_2389-HRSCAF-3766_RagTag	54332389	59271696	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0013	ScTjWWh_2389-HRSCAF-3766_RagTag	59271697	64211004	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0014	ScTjWWh_2389-HRSCAF-3766_RagTag	64211005	69150312	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0015	ScTjWWh_2389-HRSCAF-3766_RagTag	69150313	74089620	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0016	ScTjWWh_2389-HRSCAF-3766_RagTag	74089621	79028928	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0017	ScTjWWh_2389-HRSCAF-3766_RagTag	79028929	83968236	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0018	ScTjWWh_2389-HRSCAF-3766_RagTag	83968237	88907544	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0019	ScTjWWh_2389-HRSCAF-3766_RagTag	88907545	93846852	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0020	ScTjWWh_2389-HRSCAF-3766_RagTag	93846853	98786160	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0021	ScTjWWh_2389-HRSCAF-3766_RagTag	98786161	103725468	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0022	ScTjWWh_2389-HRSCAF-3766_RagTag	103725469	108664776	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0023	ScTjWWh_2389-HRSCAF-3766_RagTag	108664777	113604084	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0024	ScTjWWh_2389-HRSCAF-3766_RagTag	113604085	118543392	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0025	ScTjWWh_2389-HRSCAF-3766_RagTag	118543393	123482700	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0026	ScTjWWh_2389-HRSCAF-3766_RagTag	123482701	128422008	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0027	ScTjWWh_2389-HRSCAF-3766_RagTag	128422009	133361316	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0028	ScTjWWh_2389-HRSCAF-3766_RagTag	133361317	138300624	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0029	ScTjWWh_2389-HRSCAF-3766_RagTag	138300625	143239932	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0030	ScTjWWh_2389-HRSCAF-3766_RagTag	143239933	148179240	4939308
ScTjWWh_2389-HRSCAF-3766_RagTag	scat_0031	ScTjWWh_2389-HRSCAF-3766_RagTag	148179241	153118527	4939287
ScTjWWh_2838-HRSCAF-4468_RagTag	scat_0001	ScTjWWh_2838-HRSCAF-4468_RagTag	1	4602030	4602030
ScTjWWh_2838-HRSCAF-4468_RagTag	scat_0002	ScTjWWh_2838-HRSCAF-4468_RagTag	4602031	9204060	4602030
ScTjWWh_2838-HRSCAF-4468_RagTag	scat_0003	ScTjWWh_2838-HRSCAF-4468_RagTag	9204061	13806089	4602029
ScTjWWh_294-HRSCAF-508_RagTag	scat_0001	ScTjWWh_294-HRSCAF-508_RagTag	1	4706970	4706970
ScTjWWh_294-HRSCAF-508_RagTag	scat_0002	ScTjWWh_294-HRSCAF-508_RagTag	4706971	9413940	4706970
ScTjWWh_294-HRSCAF-508_RagTag	scat_0003	ScTjWWh_294-HRSCAF-508_RagTag	9413941	14120910	4706970
ScTjWWh_294-HRSCAF-508_RagTag	scat_0004	ScTjWWh_294-HRSCAF-508_RagTag	14120911	18827877	4706967
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0001	ScTjWWh_2950-HRSCAF-4635_RagTag	1	4546017	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0002	ScTjWWh_2950-HRSCAF-4635_RagTag	4546018	9092034	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0003	ScTjWWh_2950-HRSCAF-4635_RagTag	9092035	13638051	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0004	ScTjWWh_2950-HRSCAF-4635_RagTag	13638052	18184068	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0005	ScTjWWh_2950-HRSCAF-4635_RagTag	18184069	22730085	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0006	ScTjWWh_2950-HRSCAF-4635_RagTag	22730086	27276102	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0007	ScTjWWh_2950-HRSCAF-4635_RagTag	27276103	31822119	4546017
ScTjWWh_2950-HRSCAF-4635_RagTag	scat_0008	ScTjWWh_2950-HRSCAF-4635_RagTag	31822120	36368132	4546013
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0001	ScTjWWh_3655-HRSCAF-5717_RagTag	1	4904533	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0002	ScTjWWh_3655-HRSCAF-5717_RagTag	4904534	9809066	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0003	ScTjWWh_3655-HRSCAF-5717_RagTag	9809067	14713599	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0004	ScTjWWh_3655-HRSCAF-5717_RagTag	14713600	19618132	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0005	ScTjWWh_3655-HRSCAF-5717_RagTag	19618133	24522665	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0006	ScTjWWh_3655-HRSCAF-5717_RagTag	24522666	29427198	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0007	ScTjWWh_3655-HRSCAF-5717_RagTag	29427199	34331731	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0008	ScTjWWh_3655-HRSCAF-5717_RagTag	34331732	39236264	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0009	ScTjWWh_3655-HRSCAF-5717_RagTag	39236265	44140797	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0010	ScTjWWh_3655-HRSCAF-5717_RagTag	44140798	49045330	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0011	ScTjWWh_3655-HRSCAF-5717_RagTag	49045331	53949863	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0012	ScTjWWh_3655-HRSCAF-5717_RagTag	53949864	58854396	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0013	ScTjWWh_3655-HRSCAF-5717_RagTag	58854397	63758929	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0014	ScTjWWh_3655-HRSCAF-5717_RagTag	63758930	68663462	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0015	ScTjWWh_3655-HRSCAF-5717_RagTag	68663463	73567995	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0016	ScTjWWh_3655-HRSCAF-5717_RagTag	73567996	78472528	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0017	ScTjWWh_3655-HRSCAF-5717_RagTag	78472529	83377061	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0018	ScTjWWh_3655-HRSCAF-5717_RagTag	83377062	88281594	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0019	ScTjWWh_3655-HRSCAF-5717_RagTag	88281595	93186127	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0020	ScTjWWh_3655-HRSCAF-5717_RagTag	93186128	98090660	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0021	ScTjWWh_3655-HRSCAF-5717_RagTag	98090661	102995193	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0022	ScTjWWh_3655-HRSCAF-5717_RagTag	102995194	107899726	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0023	ScTjWWh_3655-HRSCAF-5717_RagTag	107899727	112804259	4904533
ScTjWWh_3655-HRSCAF-5717_RagTag	scat_0024	ScTjWWh_3655-HRSCAF-5717_RagTag	112804260	117708787	4904528
ScTjWWh_3656-HRSCAF-5880_RagTag	scat_0001	ScTjWWh_3656-HRSCAF-5880_RagTag	1	3383137	3383137
ScTjWWh_3656-HRSCAF-5880_RagTag	scat_0002	ScTjWWh_3656-HRSCAF-5880_RagTag	3383138	6766273	3383136
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0001	ScTjWWh_3658-HRSCAF-6021_RagTag	1	4877736	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0002	ScTjWWh_3658-HRSCAF-6021_RagTag	4877737	9755472	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0003	ScTjWWh_3658-HRSCAF-6021_RagTag	9755473	14633208	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0004	ScTjWWh_3658-HRSCAF-6021_RagTag	14633209	19510944	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0005	ScTjWWh_3658-HRSCAF-6021_RagTag	19510945	24388680	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0006	ScTjWWh_3658-HRSCAF-6021_RagTag	24388681	29266416	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0007	ScTjWWh_3658-HRSCAF-6021_RagTag	29266417	34144152	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0008	ScTjWWh_3658-HRSCAF-6021_RagTag	34144153	39021888	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0009	ScTjWWh_3658-HRSCAF-6021_RagTag	39021889	43899624	4877736
ScTjWWh_3658-HRSCAF-6021_RagTag	scat_0010	ScTjWWh_3658-HRSCAF-6021_RagTag	43899625	48777358	4877734
ScTjWWh_376-HRSCAF-642_RagTag	scat_0001	ScTjWWh_376-HRSCAF-642_RagTag	1	3885582	3885582
ScTjWWh_376-HRSCAF-642_RagTag	scat_0002	ScTjWWh_376-HRSCAF-642_RagTag	3885583	7771164	3885582
ScTjWWh_376-HRSCAF-642_RagTag	scat_0003	ScTjWWh_376-HRSCAF-642_RagTag	7771165	11656745	3885581
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0001	ScTjWWh_683-HRSCAF-1114_RagTag	1	4801766	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0002	ScTjWWh_683-HRSCAF-1114_RagTag	4801767	9603532	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0003	ScTjWWh_683-HRSCAF-1114_RagTag	9603533	14405298	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0004	ScTjWWh_683-HRSCAF-1114_RagTag	14405299	19207064	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0005	ScTjWWh_683-HRSCAF-1114_RagTag	19207065	24008830	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0006	ScTjWWh_683-HRSCAF-1114_RagTag	24008831	28810596	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0007	ScTjWWh_683-HRSCAF-1114_RagTag	28810597	33612362	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0008	ScTjWWh_683-HRSCAF-1114_RagTag	33612363	38414128	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0009	ScTjWWh_683-HRSCAF-1114_RagTag	38414129	43215894	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0010	ScTjWWh_683-HRSCAF-1114_RagTag	43215895	48017660	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0011	ScTjWWh_683-HRSCAF-1114_RagTag	48017661	52819426	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0012	ScTjWWh_683-HRSCAF-1114_RagTag	52819427	57621192	4801766
ScTjWWh_683-HRSCAF-1114_RagTag	scat_0013	ScTjWWh_683-HRSCAF-1114_RagTag	57621193	62422952	4801760
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0001	ScTjWWh_720-HRSCAF-1163_RagTag	1	4969886	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0002	ScTjWWh_720-HRSCAF-1163_RagTag	4969887	9939772	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0003	ScTjWWh_720-HRSCAF-1163_RagTag	9939773	14909658	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0004	ScTjWWh_720-HRSCAF-1163_RagTag	14909659	19879544	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0005	ScTjWWh_720-HRSCAF-1163_RagTag	19879545	24849430	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0006	ScTjWWh_720-HRSCAF-1163_RagTag	24849431	29819316	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0007	ScTjWWh_720-HRSCAF-1163_RagTag	29819317	34789202	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0008	ScTjWWh_720-HRSCAF-1163_RagTag	34789203	39759088	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0009	ScTjWWh_720-HRSCAF-1163_RagTag	39759089	44728974	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0010	ScTjWWh_720-HRSCAF-1163_RagTag	44728975	49698860	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0011	ScTjWWh_720-HRSCAF-1163_RagTag	49698861	54668746	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0012	ScTjWWh_720-HRSCAF-1163_RagTag	54668747	59638632	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0013	ScTjWWh_720-HRSCAF-1163_RagTag	59638633	64608518	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0014	ScTjWWh_720-HRSCAF-1163_RagTag	64608519	69578404	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0015	ScTjWWh_720-HRSCAF-1163_RagTag	69578405	74548290	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0016	ScTjWWh_720-HRSCAF-1163_RagTag	74548291	79518176	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0017	ScTjWWh_720-HRSCAF-1163_RagTag	79518177	84488062	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0018	ScTjWWh_720-HRSCAF-1163_RagTag	84488063	89457948	4969886
ScTjWWh_720-HRSCAF-1163_RagTag	scat_0019	ScTjWWh_720-HRSCAF-1163_RagTag	89457949	94427828	4969880
ScTjWWh_786-HRSCAF-1271_RagTag	scat_0001	ScTjWWh_786-HRSCAF-1271_RagTag	1	4936553	4936553
ScTjWWh_786-HRSCAF-1271_RagTag	scat_0002	ScTjWWh_786-HRSCAF-1271_RagTag	4936554	9873106	4936553
ScTjWWh_786-HRSCAF-1271_RagTag	scat_0003	ScTjWWh_786-HRSCAF-1271_RagTag	9873107	14809659	4936553
ScTjWWh_799-HRSCAF-1294_RagTag	scat_0001	ScTjWWh_799-HRSCAF-1294_RagTag	1	4952163	4952163
ScTjWWh_799-HRSCAF-1294_RagTag	scat_0002	ScTjWWh_799-HRSCAF-1294_RagTag	4952164	9904326	4952163
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0001	ScTjWWh_829-HRSCAF-1348_RagTag	1	4981608	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0002	ScTjWWh_829-HRSCAF-1348_RagTag	4981609	9963216	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0003	ScTjWWh_829-HRSCAF-1348_RagTag	9963217	14944824	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0004	ScTjWWh_829-HRSCAF-1348_RagTag	14944825	19926432	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0005	ScTjWWh_829-HRSCAF-1348_RagTag	19926433	24908040	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0006	ScTjWWh_829-HRSCAF-1348_RagTag	24908041	29889648	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0007	ScTjWWh_829-HRSCAF-1348_RagTag	29889649	34871256	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0008	ScTjWWh_829-HRSCAF-1348_RagTag	34871257	39852864	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0009	ScTjWWh_829-HRSCAF-1348_RagTag	39852865	44834472	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0010	ScTjWWh_829-HRSCAF-1348_RagTag	44834473	49816080	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0011	ScTjWWh_829-HRSCAF-1348_RagTag	49816081	54797688	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0012	ScTjWWh_829-HRSCAF-1348_RagTag	54797689	59779296	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0013	ScTjWWh_829-HRSCAF-1348_RagTag	59779297	64760904	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0014	ScTjWWh_829-HRSCAF-1348_RagTag	64760905	69742512	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0015	ScTjWWh_829-HRSCAF-1348_RagTag	69742513	74724120	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0016	ScTjWWh_829-HRSCAF-1348_RagTag	74724121	79705728	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0017	ScTjWWh_829-HRSCAF-1348_RagTag	79705729	84687336	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0018	ScTjWWh_829-HRSCAF-1348_RagTag	84687337	89668944	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0019	ScTjWWh_829-HRSCAF-1348_RagTag	89668945	94650552	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0020	ScTjWWh_829-HRSCAF-1348_RagTag	94650553	99632160	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0021	ScTjWWh_829-HRSCAF-1348_RagTag	99632161	104613768	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0022	ScTjWWh_829-HRSCAF-1348_RagTag	104613769	109595376	4981608
ScTjWWh_829-HRSCAF-1348_RagTag	scat_0023	ScTjWWh_829-HRSCAF-1348_RagTag	109595377	114576968	4981592
ScTjWWh_867-HRSCAF-1412_RagTag	scat_0001	ScTjWWh_867-HRSCAF-1412_RagTag	1	4027965	4027965
ScTjWWh_867-HRSCAF-1412_RagTag	scat_0002	ScTjWWh_867-HRSCAF-1412_RagTag	4027966	8055930	4027965
ScTjWWh_867-HRSCAF-1412_RagTag	scat_0003	ScTjWWh_867-HRSCAF-1412_RagTag	8055931	12083895	4027965
ScTjWWh_867-HRSCAF-1412_RagTag	scat_0004	ScTjWWh_867-HRSCAF-1412_RagTag	12083896	16111860	4027965
ScTjWWh_867-HRSCAF-1412_RagTag	scat_0005	ScTjWWh_867-HRSCAF-1412_RagTag	16111861	20139824	4027964
ScTjWWh_962-HRSCAF-1573_RagTag	scat_0001	ScTjWWh_962-HRSCAF-1573_RagTag	1	4022190	4022190
ScTjWWh_962-HRSCAF-1573_RagTag	scat_0002	ScTjWWh_962-HRSCAF-1573_RagTag	4022191	8044380	4022190
ScTjWWh_962-HRSCAF-1573_RagTag	scat_0003	ScTjWWh_962-HRSCAF-1573_RagTag	8044381	12066570	4022190
ScTjWWh_962-HRSCAF-1573_RagTag	scat_0004	ScTjWWh_962-HRSCAF-1573_RagTag	12066571	16088760	4022190
ScTjWWh_962-HRSCAF-1573_RagTag	scat_0005	ScTjWWh_962-HRSCAF-1573_RagTag	16088761	20110946	4022186
scaffold_group001	scat_0001	ScTjWWh_1002-HRSCAF-1641_RagTag	1	13499	136387
scaffold_group001	scat_0001	ScTjWWh_1004-HRSCAF-1643_RagTag	1	430	136387
scaffold_group001	scat_0001	ScTjWWh_1005-HRSCAF-1644_RagTag	1	2253	136387
scaffold_group001	scat_0001	ScTjWWh_1006-HRSCAF-1645_RagTag	1	522	136387
scaffold_group001	scat_0001	ScTjWWh_1007-HRSCAF-1646_RagTag	1	2973	136387
