id	chrom	len	cumlen
scaffold_group002	ScTjWWh_1150-HRSCAF-1878_RagTag	202	26730435
scaffold_group003	ScTjWWh_1153-HRSCAF-1881_RagTag	1307	26731742
scaffold_group003	ScTjWWh_1154-HRSCAF-1884_RagTag	773	26732515
scaffold_group003	ScTjWWh_1155-HRSCAF-1885_RagTag	800	26733315
scaffold_group003	ScTjWWh_1156-HRSCAF-1887_RagTag	1534	26734849
scaffold_group003	ScTjWWh_1159-HRSCAF-1890_RagTag	5317	26740166
scaffold_group003	ScTjWWh_115-HRSCAF-197_RagTag	3662	26743828
scaffold_group003	ScTjWWh_1160-HRSCAF-1891_RagTag	313	26744141
scaffold_group003	ScTjWWh_1161-HRSCAF-1892_RagTag	24404	26768545
scaffold_group003	ScTjWWh_1162-HRSCAF-1893_RagTag	40884	26809429
scaffold_group003	ScTjWWh_1163-HRSCAF-1894_RagTag	3981	26813410
scaffold_group003	ScTjWWh_1166-HRSCAF-1898_RagTag	11546	26824956
scaffold_group003	ScTjWWh_1169-HRSCAF-1904_RagTag	2179	26827135
scaffold_group003	ScTjWWh_116-HRSCAF-198_RagTag	6228	26833363
scaffold_group003	ScTjWWh_1170-HRSCAF-1907_RagTag	4513	26837876
scaffold_group003	ScTjWWh_1171-HRSCAF-1908_RagTag	3888	26841764
scaffold_group003	ScTjWWh_1173-HRSCAF-1910_RagTag	186627	27028391
scaffold_group003	ScTjWWh_1174-HRSCAF-1911_RagTag	8469	27036860
scaffold_group003	ScTjWWh_1178-HRSCAF-1919_RagTag	138055	27174915
scaffold_group003	ScTjWWh_117-HRSCAF-199_RagTag	6365	27181280
scaffold_group003	ScTjWWh_1183-HRSCAF-1927_RagTag	482	27181762
scaffold_group003	ScTjWWh_1185-HRSCAF-1929_RagTag	880	27182642
scaffold_group003	ScTjWWh_1186-HRSCAF-1930_RagTag	9357	27191999
scaffold_group003	ScTjWWh_1187-HRSCAF-1931_RagTag	254	27192253
scaffold_group003	ScTjWWh_1188-HRSCAF-1933_RagTag	230	27192483
scaffold_group003	ScTjWWh_118-HRSCAF-200_RagTag	248	27192731
scaffold_group003	ScTjWWh_1192-HRSCAF-1941_RagTag	3948	27196679
scaffold_group003	ScTjWWh_1195-HRSCAF-1947_RagTag	1216	27197895
scaffold_group003	ScTjWWh_1196-HRSCAF-1948_RagTag	7337	27205232
scaffold_group003	ScTjWWh_119-HRSCAF-201_RagTag	4130	27209362
scaffold_group003	ScTjWWh_1200-HRSCAF-1953_RagTag	1397	27210759
scaffold_group004	ScTjWWh_1204-HRSCAF-1957_RagTag	934	27211693
scaffold_group004	ScTjWWh_1205-HRSCAF-1958_RagTag	4150	27215843
scaffold_group004	ScTjWWh_1206-HRSCAF-1959_RagTag	11557	27227400
scaffold_group004	ScTjWWh_1207-HRSCAF-1960_RagTag	407	27227807
scaffold_group004	ScTjWWh_1212-HRSCAF-1971_RagTag	5648	27233455
scaffold_group004	ScTjWWh_121-HRSCAF-207_RagTag	338	27233793
scaffold_group004	ScTjWWh_1220-HRSCAF-1981_RagTag	6175	27239968
scaffold_group004	ScTjWWh_1232-HRSCAF-2000_RagTag	1684	27241652
scaffold_group004	ScTjWWh_1234-HRSCAF-2006_RagTag	9101	27250753
scaffold_group004	ScTjWWh_1237-HRSCAF-2011_RagTag	6766	27257519
scaffold_group004	ScTjWWh_1240-HRSCAF-2015_RagTag	765	27258284
scaffold_group004	ScTjWWh_1241-HRSCAF-2016_RagTag	518	27258802
scaffold_group004	ScTjWWh_1242-HRSCAF-2017_RagTag	5525	27264327
scaffold_group004	ScTjWWh_1245-HRSCAF-2020_RagTag	1655	27265982
scaffold_group004	ScTjWWh_1247-HRSCAF-2023_RagTag	1876	27267858
scaffold_group004	ScTjWWh_1248-HRSCAF-2024_RagTag	631	27268489
scaffold_group004	ScTjWWh_1249-HRSCAF-2025_RagTag	5557	27274046
scaffold_group004	ScTjWWh_1251-HRSCAF-2027_RagTag	1414	27275460
scaffold_group004	ScTjWWh_1252-HRSCAF-2028_RagTag	1661	27277121
scaffold_group004	ScTjWWh_1253-HRSCAF-2029_RagTag	1215	27278336
scaffold_group004	ScTjWWh_1258-HRSCAF-2037_RagTag	2442	27280778
scaffold_group004	ScTjWWh_1266-HRSCAF-2046_RagTag	243	27281021
scaffold_group004	ScTjWWh_1267-HRSCAF-2048_RagTag	5075	27286096
scaffold_group004	ScTjWWh_1268-HRSCAF-2049_RagTag	5319	27291415
scaffold_group004	ScTjWWh_1273-HRSCAF-2055_RagTag	5212	27296627
scaffold_group004	ScTjWWh_1275-HRSCAF-2058_RagTag	276	27296903
scaffold_group004	ScTjWWh_1278-HRSCAF-2062_RagTag	12473	27309376
scaffold_group004	ScTjWWh_1279-HRSCAF-2064_RagTag	2406	27311782
scaffold_group004	ScTjWWh_1281-HRSCAF-2070_RagTag	3044	27314826
scaffold_group004	ScTjWWh_1283-HRSCAF-2072_RagTag	486	27315312
scaffold_group005	ScTjWWh_1292-HRSCAF-2085_RagTag	2416	27317728
scaffold_group005	ScTjWWh_1293-HRSCAF-2086_RagTag	687	27318415
scaffold_group005	ScTjWWh_1296-HRSCAF-2091_RagTag	1527	27319942
scaffold_group005	ScTjWWh_1298-HRSCAF-2094_RagTag	3178	27323120
scaffold_group005	ScTjWWh_1299-HRSCAF-2095_RagTag	648	27323768
scaffold_group005	ScTjWWh_12-HRSCAF-23_RagTag	7214	43796294
scaffold_group005	ScTjWWh_1300-HRSCAF-2097_RagTag	1425	43797719
scaffold_group005	ScTjWWh_130-HRSCAF-224_RagTag	726	43798445
scaffold_group005	ScTjWWh_1314-HRSCAF-2119_RagTag	6910	43805355
scaffold_group005	ScTjWWh_1317-HRSCAF-2122_RagTag	2196	43807551
scaffold_group005	ScTjWWh_131-HRSCAF-227_RagTag	1539	43809090
scaffold_group005	ScTjWWh_1323-HRSCAF-2131_RagTag	4221	43813311
scaffold_group005	ScTjWWh_1326-HRSCAF-2136_RagTag	6358	43819669
scaffold_group005	ScTjWWh_1329-HRSCAF-2140_RagTag	1651	43821320
scaffold_group005	ScTjWWh_1331-HRSCAF-2142_RagTag	215	43821535
scaffold_group005	ScTjWWh_1332-HRSCAF-2143_RagTag	50430	43871965
scaffold_group005	ScTjWWh_1334-HRSCAF-2145_RagTag	18271	43890236
scaffold_group005	ScTjWWh_1337-HRSCAF-2151_RagTag	2627	43892863
scaffold_group005	ScTjWWh_1338-HRSCAF-2152_RagTag	2752	43895615
scaffold_group005	ScTjWWh_1339-HRSCAF-2156_RagTag	5327	43900942
scaffold_group005	ScTjWWh_1345-HRSCAF-2166_RagTag	6585	43907527
scaffold_group005	ScTjWWh_1347-HRSCAF-2172_RagTag	447	43907974
scaffold_group005	ScTjWWh_134-HRSCAF-232_RagTag	4721	43912695
scaffold_group005	ScTjWWh_1353-HRSCAF-2179_RagTag	10664	43923359
scaffold_group005	ScTjWWh_1355-HRSCAF-2183_RagTag	22181	43945540
scaffold_group005	ScTjWWh_1356-HRSCAF-2185_RagTag	1197	43946737
scaffold_group005	ScTjWWh_1359-HRSCAF-2188_RagTag	909	43947646
scaffold_group005	ScTjWWh_135-HRSCAF-234_RagTag	362	43948008
scaffold_group005	ScTjWWh_1362-HRSCAF-2193_RagTag	2616	43950624
scaffold_group005	ScTjWWh_1366-HRSCAF-2200_RagTag	573	43951197
scaffold_group006	ScTjWWh_136-HRSCAF-236_RagTag	1636	43952833
scaffold_group006	ScTjWWh_1371-HRSCAF-2207_RagTag	214	43953047
scaffold_group006	ScTjWWh_1374-HRSCAF-2211_RagTag	376	43953423
scaffold_group006	ScTjWWh_1379-HRSCAF-2218_RagTag	10840	43964263
scaffold_group006	ScTjWWh_1380-HRSCAF-2219_RagTag	5688	43969951
scaffold_group006	ScTjWWh_1383-HRSCAF-2222_RagTag	886	43970837
scaffold_group006	ScTjWWh_1388-HRSCAF-2228_RagTag	2087	43972924
scaffold_group006	ScTjWWh_1390-HRSCAF-2231_RagTag	10603	43983527
scaffold_group006	ScTjWWh_1393-HRSCAF-2235_RagTag	1768	43985295
scaffold_group006	ScTjWWh_1394-HRSCAF-2236_RagTag	2967	43988262
scaffold_group006	ScTjWWh_1397-HRSCAF-2240_RagTag	2719	64651921
scaffold_group006	ScTjWWh_1398-HRSCAF-2241_RagTag	45463	64697384
scaffold_group006	ScTjWWh_13-HRSCAF-25_RagTag	895	64698279
scaffold_group006	ScTjWWh_140-HRSCAF-244_RagTag	663089	65361368
scaffold_group006	ScTjWWh_1410-HRSCAF-2261_RagTag	2558	65363926
scaffold_group006	ScTjWWh_1413-HRSCAF-2273_RagTag	9183	65373109
scaffold_group006	ScTjWWh_1418-HRSCAF-2279_RagTag	16685	65389794
scaffold_group006	ScTjWWh_1419-HRSCAF-2281_RagTag	218	65390012
scaffold_group006	ScTjWWh_1420-HRSCAF-2283_RagTag	55033	65445045
scaffold_group006	ScTjWWh_1428-HRSCAF-2298_RagTag	10557	65455602
scaffold_group006	ScTjWWh_1429-HRSCAF-2300_RagTag	1169	65456771
scaffold_group006	ScTjWWh_1431-HRSCAF-2302_RagTag	1972	65458743
scaffold_group006	ScTjWWh_1436-HRSCAF-2309_RagTag	1477	65460220
scaffold_group006	ScTjWWh_1437-HRSCAF-2310_RagTag	3321	65463541
scaffold_group006	ScTjWWh_1443-HRSCAF-2318_RagTag	738	65464279
scaffold_group006	ScTjWWh_1444-HRSCAF-2320_RagTag	1804	65466083
scaffold_group006	ScTjWWh_1446-HRSCAF-2322_RagTag	1152	65467235
scaffold_group006	ScTjWWh_1447-HRSCAF-2324_RagTag	1315	65468550
scaffold_group006	ScTjWWh_1449-HRSCAF-2326_RagTag	12344	65480894
scaffold_group006	ScTjWWh_144-HRSCAF-256_RagTag	2833	65483727
scaffold_group007	ScTjWWh_1451-HRSCAF-2332_RagTag	4717	65488444
scaffold_group007	ScTjWWh_1452-HRSCAF-2334_RagTag	3798	65492242
scaffold_group007	ScTjWWh_1453-HRSCAF-2337_RagTag	886	65493128
scaffold_group007	ScTjWWh_1456-HRSCAF-2345_RagTag	838	65493966
scaffold_group007	ScTjWWh_1460-HRSCAF-2357_RagTag	1614	65495580
scaffold_group007	ScTjWWh_1461-HRSCAF-2358_RagTag	878281	66373861
scaffold_group007	ScTjWWh_1466-HRSCAF-2363_RagTag	3493	66377354
scaffold_group007	ScTjWWh_1470-HRSCAF-2369_RagTag	4178	66381532
scaffold_group007	ScTjWWh_1473-HRSCAF-2375_RagTag	2293	66383825
scaffold_group007	ScTjWWh_1482-HRSCAF-2386_RagTag	2604	66386429
scaffold_group007	ScTjWWh_1485-HRSCAF-2391_RagTag	1466	66387895
scaffold_group007	ScTjWWh_1487-HRSCAF-2393_RagTag	30378	66418273
scaffold_group007	ScTjWWh_1488-HRSCAF-2394_RagTag	559	66418832
scaffold_group007	ScTjWWh_1497-HRSCAF-2405_RagTag	215	66419047
scaffold_group007	ScTjWWh_14-HRSCAF-27_RagTag	403	139071186
scaffold_group007	ScTjWWh_1500-HRSCAF-2408_RagTag	1269	139072455
scaffold_group007	ScTjWWh_1502-HRSCAF-2410_RagTag	1749	139074204
scaffold_group007	ScTjWWh_150-HRSCAF-268_RagTag	15766	139089970
scaffold_group007	ScTjWWh_1511-HRSCAF-2420_RagTag	559	139090529
scaffold_group007	ScTjWWh_1512-HRSCAF-2422_RagTag	562	139091091
scaffold_group007	ScTjWWh_1515-HRSCAF-2425_RagTag	3907	139094998
scaffold_group007	ScTjWWh_1523-HRSCAF-2437_RagTag	28258	139123256
scaffold_group007	ScTjWWh_1527-HRSCAF-2445_RagTag	1342	139124598
scaffold_group007	ScTjWWh_1532-HRSCAF-2455_RagTag	898	139125496
scaffold_group007	ScTjWWh_1537-HRSCAF-2461_RagTag	2168	139127664
scaffold_group007	ScTjWWh_153-HRSCAF-275_RagTag	825	139128489
scaffold_group007	ScTjWWh_1542-HRSCAF-2468_RagTag	12207	139140696
scaffold_group007	ScTjWWh_1544-HRSCAF-2470_RagTag	1885	139142581
scaffold_group007	ScTjWWh_1546-HRSCAF-2473_RagTag	6941	139149522
scaffold_group007	ScTjWWh_1548-HRSCAF-2477_RagTag	12642	139162164
scaffold_group008	ScTjWWh_154-HRSCAF-279_RagTag	1588	139163752
scaffold_group008	ScTjWWh_1551-HRSCAF-2480_RagTag	749	139164501
scaffold_group008	ScTjWWh_1553-HRSCAF-2482_RagTag	947	139165448
scaffold_group008	ScTjWWh_1560-HRSCAF-2494_RagTag	1901	139167349
scaffold_group008	ScTjWWh_1569-HRSCAF-2509_RagTag	523	139167872
scaffold_group008	ScTjWWh_156-HRSCAF-285_RagTag	698	139168570
scaffold_group008	ScTjWWh_1572-HRSCAF-2518_RagTag	8888	139177458
scaffold_group008	ScTjWWh_1577-HRSCAF-2525_RagTag	454	139177912
scaffold_group008	ScTjWWh_1578-HRSCAF-2527_RagTag	4243	139182155
scaffold_group008	ScTjWWh_1579-HRSCAF-2530_RagTag	14001	139196156
scaffold_group008	ScTjWWh_157-HRSCAF-286_RagTag	243	139196399
scaffold_group008	ScTjWWh_1580-HRSCAF-2532_RagTag	2431	139198830
scaffold_group008	ScTjWWh_1582-HRSCAF-2534_RagTag	2369	139201199
scaffold_group008	ScTjWWh_1585-HRSCAF-2540_RagTag	445	139201644
scaffold_group008	ScTjWWh_1587-HRSCAF-2545_RagTag	594	139202238
scaffold_group008	ScTjWWh_1588-HRSCAF-2546_RagTag	1998	139204236
scaffold_group008	ScTjWWh_1590-HRSCAF-2548_RagTag	10277	139214513
scaffold_group008	ScTjWWh_1594-HRSCAF-2554_RagTag	1070	139215583
scaffold_group008	ScTjWWh_1598-HRSCAF-2559_RagTag	229196	139444779
scaffold_group008	ScTjWWh_1602-HRSCAF-2564_RagTag	2255	139447034
scaffold_group008	ScTjWWh_1605-HRSCAF-2568_RagTag	287	139447321
scaffold_group008	ScTjWWh_1606-HRSCAF-2571_RagTag	276	139447597
scaffold_group008	ScTjWWh_1608-HRSCAF-2573_RagTag	1879	139449476
scaffold_group008	ScTjWWh_160-HRSCAF-290_RagTag	26036	139475512
scaffold_group008	ScTjWWh_1610-HRSCAF-2575_RagTag	3493	139479005
scaffold_group008	ScTjWWh_1614-HRSCAF-2580_RagTag	2065	139481070
scaffold_group008	ScTjWWh_1624-HRSCAF-2592_RagTag	4516	139485586
scaffold_group008	ScTjWWh_1626-HRSCAF-2594_RagTag	1559	139487145
scaffold_group008	ScTjWWh_1627-HRSCAF-2595_RagTag	587	139487732
scaffold_group008	ScTjWWh_1634-HRSCAF-2607_RagTag	10055	139497787
scaffold_group009	ScTjWWh_163-HRSCAF-296_RagTag	32526	139530313
scaffold_group009	ScTjWWh_1640-HRSCAF-2616_RagTag	431	139530744
scaffold_group009	ScTjWWh_1645-HRSCAF-2627_RagTag	1655	139532399
scaffold_group009	ScTjWWh_1646-HRSCAF-2628_RagTag	23572	139555971
scaffold_group009	ScTjWWh_164-HRSCAF-297_RagTag	798	139556769
scaffold_group009	ScTjWWh_1651-HRSCAF-2635_RagTag	530	139557299
scaffold_group009	ScTjWWh_1656-HRSCAF-2644_RagTag	1686	139558985
scaffold_group009	ScTjWWh_1658-HRSCAF-2652_RagTag	1123	139560108
scaffold_group009	ScTjWWh_165-HRSCAF-298_RagTag	798	139560906
scaffold_group009	ScTjWWh_1666-HRSCAF-2663_RagTag	941	139561847
scaffold_group009	ScTjWWh_1667-HRSCAF-2666_RagTag	936	139562783
scaffold_group009	ScTjWWh_1672-HRSCAF-2671_RagTag	401	139563184
scaffold_group009	ScTjWWh_1678-HRSCAF-2679_RagTag	18698	139581882
scaffold_group009	ScTjWWh_1679-HRSCAF-2680_RagTag	5738	139587620
scaffold_group009	ScTjWWh_1683-HRSCAF-2689_RagTag	810	139588430
scaffold_group009	ScTjWWh_1686-HRSCAF-2693_RagTag	6118	139594548
scaffold_group009	ScTjWWh_1690-HRSCAF-2697_RagTag	6566	139601114
scaffold_group009	ScTjWWh_1695-HRSCAF-2704_RagTag	211932	139813046
scaffold_group009	ScTjWWh_1696-HRSCAF-2705_RagTag	1743	139814789
scaffold_group009	ScTjWWh_16-HRSCAF-30_RagTag	4987	139819776
scaffold_group009	ScTjWWh_1701-HRSCAF-2710_RagTag	3125	139822901
scaffold_group009	ScTjWWh_1702-HRSCAF-2712_RagTag	6237	139829138
scaffold_group009	ScTjWWh_1705-HRSCAF-2717_RagTag	5397	139834535
scaffold_group009	ScTjWWh_1710-HRSCAF-2723_RagTag	943	139835478
scaffold_group009	ScTjWWh_1715-HRSCAF-2730_RagTag	2404	139837882
scaffold_group009	ScTjWWh_1717-HRSCAF-2733_RagTag	414	139838296
scaffold_group009	ScTjWWh_1721-HRSCAF-2739_RagTag	5970	139844266
scaffold_group009	ScTjWWh_1724-HRSCAF-2744_RagTag	312706	140156972
scaffold_group009	ScTjWWh_1726-HRSCAF-2746_RagTag	18040	140175012
scaffold_group009	ScTjWWh_1730-HRSCAF-2755_RagTag	2403	140177415
scaffold_group010	ScTjWWh_1731-HRSCAF-2756_RagTag	902	140178317
scaffold_group010	ScTjWWh_1733-HRSCAF-2759_RagTag	5628	140183945
scaffold_group010	ScTjWWh_1745-HRSCAF-2783_RagTag	208	140184153
scaffold_group010	ScTjWWh_1747-HRSCAF-2785_RagTag	816	140184969
scaffold_group010	ScTjWWh_1749-HRSCAF-2790_RagTag	733	140185702
scaffold_group010	ScTjWWh_1753-HRSCAF-2794_RagTag	4008	140189710
scaffold_group010	ScTjWWh_1756-HRSCAF-2798_RagTag	3563	140193273
scaffold_group010	ScTjWWh_1757-HRSCAF-2799_RagTag	3912	140197185
scaffold_group010	ScTjWWh_1758-HRSCAF-2801_RagTag	313	140197498
scaffold_group010	ScTjWWh_1760-HRSCAF-2803_RagTag	6991	140204489
scaffold_group010	ScTjWWh_1761-HRSCAF-2804_RagTag	7938	140212427
scaffold_group010	ScTjWWh_1762-HRSCAF-2805_RagTag	1106	140213533
scaffold_group010	ScTjWWh_176-HRSCAF-317_RagTag	1228	140214761
scaffold_group010	ScTjWWh_1770-HRSCAF-2818_RagTag	876	140215637
scaffold_group010	ScTjWWh_1772-HRSCAF-2822_RagTag	11585	140227222
scaffold_group010	ScTjWWh_1775-HRSCAF-2828_RagTag	1559	140228781
scaffold_group010	ScTjWWh_1778-HRSCAF-2831_RagTag	324	140229105
scaffold_group010	ScTjWWh_1780-HRSCAF-2833_RagTag	7345	140236450
scaffold_group010	ScTjWWh_1783-HRSCAF-2840_RagTag	749	140237199
scaffold_group010	ScTjWWh_1784-HRSCAF-2841_RagTag	2338	140239537
scaffold_group010	ScTjWWh_1785-HRSCAF-2843_RagTag	2699	140242236
scaffold_group010	ScTjWWh_1786-HRSCAF-2844_RagTag	3506	140245742
scaffold_group010	ScTjWWh_1788-HRSCAF-2849_RagTag	2910	140248652
scaffold_group010	ScTjWWh_1790-HRSCAF-2852_RagTag	2371	140251023
scaffold_group010	ScTjWWh_1791-HRSCAF-2853_RagTag	148506	140399529
scaffold_group010	ScTjWWh_1792-HRSCAF-2856_RagTag	3949	140403478
scaffold_group010	ScTjWWh_1796-HRSCAF-2866_RagTag	4217	179301118
scaffold_group010	ScTjWWh_1797-HRSCAF-2867_RagTag	883	179302001
scaffold_group010	ScTjWWh_17-HRSCAF-35_RagTag	827	179302828
scaffold_group010	ScTjWWh_1801-HRSCAF-2874_RagTag	860	179303688
scaffold_group011	ScTjWWh_1802-HRSCAF-2875_RagTag	256	179303944
scaffold_group011	ScTjWWh_1805-HRSCAF-2880_RagTag	1533	179305477
scaffold_group011	ScTjWWh_1806-HRSCAF-2883_RagTag	15362	179320839
scaffold_group011	ScTjWWh_1809-HRSCAF-2890_RagTag	3363	179324202
scaffold_group011	ScTjWWh_1814-HRSCAF-2898_RagTag	683	179324885
scaffold_group011	ScTjWWh_181-HRSCAF-324_RagTag	9416	179334301
scaffold_group011	ScTjWWh_1822-HRSCAF-2907_RagTag	974	179335275
scaffold_group011	ScTjWWh_182-HRSCAF-325_RagTag	1970	179337245
scaffold_group011	ScTjWWh_1830-HRSCAF-2917_RagTag	2552	179339797
scaffold_group011	ScTjWWh_1832-HRSCAF-2920_RagTag	184559	179524356
scaffold_group011	ScTjWWh_1833-HRSCAF-2921_RagTag	2942	179527298
scaffold_group011	ScTjWWh_1834-HRSCAF-2925_RagTag	4600	179531898
scaffold_group011	ScTjWWh_1838-HRSCAF-2933_RagTag	203	179532101
scaffold_group011	ScTjWWh_1839-HRSCAF-2938_RagTag	2623	179534724
scaffold_group011	ScTjWWh_1840-HRSCAF-2939_RagTag	241	179534965
scaffold_group011	ScTjWWh_1848-HRSCAF-2949_RagTag	704	179535669
scaffold_group011	ScTjWWh_184-HRSCAF-327_RagTag	20263	179555932
scaffold_group011	ScTjWWh_1850-HRSCAF-2952_RagTag	4162	179560094
scaffold_group011	ScTjWWh_1854-HRSCAF-2959_RagTag	1083	179561177
scaffold_group011	ScTjWWh_1855-HRSCAF-2961_RagTag	2344	179563521
scaffold_group011	ScTjWWh_1856-HRSCAF-2962_RagTag	1249	179564770
scaffold_group011	ScTjWWh_1857-HRSCAF-2963_RagTag	3401	179568171
scaffold_group011	ScTjWWh_1859-HRSCAF-2965_RagTag	1754	179569925
scaffold_group011	ScTjWWh_185-HRSCAF-328_RagTag	712	179570637
scaffold_group011	ScTjWWh_1860-HRSCAF-2967_RagTag	8463	179579100
scaffold_group011	ScTjWWh_1862-HRSCAF-2969_RagTag	2548	179581648
scaffold_group011	ScTjWWh_1866-HRSCAF-2973_RagTag	1687	179583335
scaffold_group011	ScTjWWh_1870-HRSCAF-2978_RagTag	2610	179585945
scaffold_group011	ScTjWWh_1875-HRSCAF-2987_RagTag	8786	179594731
scaffold_group011	ScTjWWh_1876-HRSCAF-2988_RagTag	5883	179600614
scaffold_group012	ScTjWWh_187-HRSCAF-332_RagTag	866	179601480
scaffold_group012	ScTjWWh_1880-HRSCAF-2996_RagTag	3970	179605450
scaffold_group012	ScTjWWh_1885-HRSCAF-3002_RagTag	382	179605832
scaffold_group012	ScTjWWh_1887-HRSCAF-3007_RagTag	1761	179607593
scaffold_group012	ScTjWWh_188-HRSCAF-333_RagTag	2565	179610158
scaffold_group012	ScTjWWh_1891-HRSCAF-3011_RagTag	998	179611156
scaffold_group012	ScTjWWh_1893-HRSCAF-3013_RagTag	507	179611663
scaffold_group012	ScTjWWh_1899-HRSCAF-3019_RagTag	3972	179615635
scaffold_group012	ScTjWWh_1901-HRSCAF-3022_RagTag	16949	179632584
scaffold_group012	ScTjWWh_1904-HRSCAF-3028_RagTag	11881	179644465
scaffold_group012	ScTjWWh_1905-HRSCAF-3029_RagTag	611	179645076
scaffold_group012	ScTjWWh_1907-HRSCAF-3031_RagTag	2320	179647396
scaffold_group012	ScTjWWh_1913-HRSCAF-3041_RagTag	2905	179650301
scaffold_group012	ScTjWWh_1917-HRSCAF-3046_RagTag	4112	179654413
scaffold_group012	ScTjWWh_1918-HRSCAF-3048_RagTag	7180	179661593
